,podcast name,review name,review score,review text
1863,Taking Back Birth,Empowering women,4,"I am so grateful for all you've done for women on your journey getting this information out. I feel so empowered in my body for this birth after being encouraged to just look inside myself, a feeling I was almost suppressing before. Thank you more than I could ever express!"
1864,Taking Back Birth,Responsibility,5,"I am a Childbirth Educator and mama of 3 and I appreciate so many voices in the birth world and the knowledge and truth they point to. I feel that the truth the Maryn points to is the truth I am exploring, which is wholeheartedly taking responsibility for your life. I am on that journey and feel that birth is such a wonderful opportunity to claim ownership that leads to knowing and trusting yourself more deeply. I had 3 home births with CNMs who were absolutely amazing and life changing, and yet looking back I can see how even though I believed in myself and believed in birth I used their expertise as a buffer between my fears and really stepping into my power by owning my experience fully. I owned it 80%, but that 20% is really interesting to explore and this podcast explores so much about going within yourself during pregnancy, birth, and parenthood to connect with your feelings, desires, and instincts. As a culture we seek so much for expert advice not realizing we can be the experts on what is best for us. I love tha Maryn is bold enough to live her truth this way....truly inspiring!"
1865,Taking Back Birth,Love Maryn,5,Maryn sounds like a great person to have as a friend and she covers really useful information using a natural approach to pregnancy and childbirth. Thank you Maryn for putting this out!
1866,Taking Back Birth,KMR,5,"A great podcast to listen to when considering all of your birth options, and especially if you are ready to take control and be responsible for your own prenatal and postpartum experience. Love these ladies."
1867,Taking Back Birth,revolutionary work,5,"Great, honest, revolutionary information for expecting parents, student midwives or other birthworkers. The work Maryn and Margo are doing is so needed and important for women to reclaim their power in birth! <3 Thanks!"
1868,Taking Back Birth,Thank you Maryn and Margo,5,"Bless you for your passion and willingness to share this to the world.
-Angelica Cook"
1869,Taking Back Birth,Love this!,5,Keep em coming
1870,Taking Back Birth,First time mother eliminated fear and anxiety thanks to all this knowledge provided by Indie Birth,5,"As a first time mother, Maryn has truly helped me eliminate fear and anxiety from pregnancy and birth with educating me on the entire process!!! I am so thankful that I have found these podcasts and this community! My midwife is amazed that I don’t have a ton of questions- and that’s all thanks to Indie Birth and Taking Back Birth podcasts (I’ve listened to them all!)!!"
1871,Taking Back Birth,Just Great!,5,So much good information presented in a reassuring and conversational manner. Have been listening for 3 years and 2 unassisted births. It has been so educational and helpful to me!
1872,Taking Back Birth,I've really enjoyed this podcast,5,"I'm a 3 time mom and looking for a less medicialized birth. I initially just listened to episodes that sparked my interest, but have now found myself digging in deeper & listening more. It's a nice change of pace than the typical scare tactics I feel most mothers hear, even when using a midwife in a birth center. Instead, were hearing what and why then pros and cons."
1873,Taking Back Birth,Loved the high risk post!,5,Thank you so much for your latest post. This is the first time I’m listening to your podcast and i has two high risk pregnancies- delivered my son at 34weeks with HELLP & delivered my daughter at 36weeks with IUGR. This is so encouraging to me to continue to have kids even when there is a chance to be “high risk.” Thank you ❤️
1874,Taking Back Birth,Keeping it Real,5,I've listened to a few so far and I appreciate the honesty and the pace of the podcast- it's like Maryn is just speaking from her heart and just telling you what she thinks. Merging the spiritual with just common sense. Love it!
1875,Taking Back Birth,Best podcast for mothers,5,"Highly recommend any expecting mamas listen to these podcasts. The greatest lie ever told was that we woman are not capable of birthing a baby. You are, we are and thanks to people like indie birth things are changing!!!!
THANK YOU FOR BEING THE CHANGE AND OPENING OUR EYES ❤️
I am 37 weeks and feeling so much more empowered than my previous 2 births. I cry and process many fears and emotions through listening to your podcasts and they have been a godsend during this pregnancy. Thank you from the bottom of my heart x"
1876,Taking Back Birth,priceless resource for birthing,5,I'm amazed by the vast library of information available from this podcast. So grateful that I have access to it! What a gift 🙏🏼
1877,Taking Back Birth,Taking back birth,5,Thank you for this podcast!
1878,Taking Back Birth,Just what I needed!,5,Loving this Podcast and all of the helpful & Positive episodes! Highly recommend!
1879,Dearest Doula with Nathalie Saenz,Affirmed my choice to become a doula!!!,5,"Wow. I am so grateful to this podcast. This really gave me the *COURAGE* to commit to investing in a doula certification training, and gave me the dose of reality that I needed to hear in order to imagine myself doing birth work. I’ve listened to every single episode, and although I was drawn to listening to most of the topics, I even learned something amazing from the episodes I was not all that jazzed about initially… In other words, I never felt disappointed by a single guest because every guest had at least 1 amazing insight to offer, if not many. Thank you, Nathalie, for doing this amazing work for the birth community at large. And thank you to all the guests that stepped up to share their experiences as a birth workers! I’ve been happily awaiting more episodes since Nov ‘16, yet I understand Life Happens with a newborn ;) (This community of all communities should understand that!) PS. I’m interested in the Accountability Tribe and looking forward to inquiring further about it after I attend my first birth and feel a bit more engaged in my path as a doula."
1880,Dearest Doula with Nathalie Saenz,Inspiring Podcast,5,"I am really glad I found this podcast, because I am a new doula so I have been learning so much from all the episodes and guests.
I even got my calling to become a midwife while listening to Juli Tilsner's and Aubre Tompkins' episodes back-to-back coincidentally during my commute home several weeks ago. Since then, I started looking into the Cornerstone Midwifery Training program and accredited midwifery schools to start my journey. Thank you inspiring birth workers like myself and keep up the great work, Nathalie!"
1881,Dearest Doula with Nathalie Saenz,Must Listen for Prospective Doulas!,5,"I am addicted to this podcast. Nathalie is a wonderful host and the huge variety of different topics covered by the guests is so informative and enjoyable to listen to! This podcast has really helped me in my journey to becoming a doula. I feel so empowered! Thank you, Nathalie!"
1882,Dearest Doula with Nathalie Saenz,Amazing,5,I have been telling my sister some of the legends from the podcast and she loves them. She thought I was an amazing storyteller. I had to tell her the truth it was not me. Thank you for the podcasts🤓
1883,Dearest Doula with Nathalie Saenz,Wonderful Podcast,5,This is a wonderful podcast for birth professionals and parents alike. With a wide range of topics and stories it is easy to find an episode that will enrich your practice or your family life. Thank you for creating this resource Nathalie!
1884,Dearest Doula with Nathalie Saenz,My favorite podcast!,5,"I've been teaching HypnoBirthing for over 2 years now, but am just getting started on my birth doula journey and started listening to podcasts on my way to meetings and births. Dearest Doula is by far my favorite! Her guests and topics are always interesting and informative, and Nathalie does a great job of keeping the show clear and organized - never talking over the guest which is a huge pet peeve of mine with other podcasts. This is SUCH a valuable resource for new and experienced birth workers alike!"
1885,Dearest Doula with Nathalie Saenz,Wouldn't Miss One Episode,5,"Thank you, Nathalie, for your tireless work and dedication towards informing birthworkers on all that is going on in our field. You are a great blessing in many lives. ""What you do matters."""
1886,Dearest Doula with Nathalie Saenz,I just love this podcast!,5,"As a newer doula, or newla doula as Nathalie calls us, it is so great to know that I can alway count on getting great inspiration and sound advice from such a wide variety of people in the field of birthwork when I listen to these podcasts! I have learned so much about the direction in which I want to take my business by listening to both birthworker features, as well as various experts in the field. Thank you, Nathalie, for all of the great inspiration you and your guests provide! Whenever I meet a newla doula, I'm always sure to make sure they know about this fantastic podcast! Keep up the fabulous work!"
1887,Dearest Doula with Nathalie Saenz,Deputy,5,Very well done. I thought I was listening to a professional radio announcer. I liked this podcast.
1888,Dearest Doula with Nathalie Saenz,linda,5,I love this podcast and listen to it regularly. Gread Job!!
1889,Dearest Doula with Nathalie Saenz,Nicely done,5,Nathalie is easy to listen to. Great radio voice. Shows like this is what make podcasting so great. Great insights and ideas. Keep them coming.
1890,Dearest Doula with Nathalie Saenz,Excellent Review,5,Kindness and courtesy are necessary and Nathalie delivers both!
1891,Dearest Doula with Nathalie Saenz,Love this!!,5,"Nathalie's passion shines through as she balancing between providing information and gleaning the wisdom of other birth workers in her interviews. This is a great podcast for women who want to have children, expecting moms and birth worker."
1892,Dearest Doula with Nathalie Saenz,Totally unique,5,There is absolutely nothing out there like Dearest Doula. Nathalie has a great voice and offers amazing content. What a fantastic resource for birth workers.
1893,Dearest Doula with Nathalie Saenz,GREAT JOB!,5,WOW….Dearest Doula Podcast is flat out awesome. Good production quality. Easy to listen. Very impressed Nathalie. Keep bringing it.
1894,Dearest Doula with Nathalie Saenz,Amazing resource!,5,I have fallen in love with this podcast! It’s so great to hear from so many other professionals and their experiences. This is such a great resource for the new and the experienced doula. I look forward to hearing more of what Nathalie Saenz shares with the doula community.
1895,Dearest Doula with Nathalie Saenz,Great show,5,"Caring, compassionate and wonderful information."
1896,Dearest Doula with Nathalie Saenz,Fantastic!,5,"Birthing can be a scary, medical experience. Nathalie brings in great experts to break it down and provide great information. Keep it up!"
1897,Dearest Doula with Nathalie Saenz,Love this Topic!,5,I wish I had a doula to help me through my birthing of my two girls. This podcast is so inspiring and informative. Thank you for shedding light and info on this topic. :)
1898,Dearest Doula with Nathalie Saenz,Nathalie’s Passion is so apparent!!!,5,Her voice says it all: I CARE ABOUT healthy births and people! I just became a new second time uncle so this topic was perfect timing. Thanks so much for this!
1899,Dearest Doula with Nathalie Saenz,Great Show!,5,"Loving the show! Very informative, inspirational and innovative!"
1900,Dearest Doula with Nathalie Saenz,Why didn't I think of this,5,"What an awesome podcast! When you (or your partner) are having a baby, you think working with a doula makes sense but have no idea who to talk to. I wish this podcast existed when we were having kids. So much knowledge."
1901,Dearest Doula with Nathalie Saenz,Great Job Nathalie!,5,Nathalie Interview style is easy to listen to. This podcast has great information on birthing topics for families!
1902,Dearest Doula with Nathalie Saenz,Great training for Doula's!,5,"Having a doula is great if you are having a home birth, a birth center birth or a hospital birth, the help to train new parents and to keep everything going as close to the plan as possible. Thanks for this great resource."
1903,Dearest Doula with Nathalie Saenz,Super cute as well as informative!,5,"A great resource for me to send pregnant friends, clients and listeners! I will be back to listen to every show myself as well. Thank you!"
1904,Dearest Doula with Nathalie Saenz,"Nathalie “delivers""",5,"Seriously though, a great topic and high quality podcast!"
1905,Dearest Doula with Nathalie Saenz,Wow. Lots of information!,5,"As a man, I haven't heard a lot of information about childbirth and pregnancy. This podcast was really eye opening! If your wife is pregnant or you guys are thinking about having children soon, this podcast will give you a lot of great info."
1906,Dearest Doula with Nathalie Saenz,Such a great idea!,5,It’s great to have access to information from the perspective of what you can expect when you are working with a doula and what it is like within the profession. Great information!
1907,Dearest Doula with Nathalie Saenz,Informative & a pleasure to listen to!,5,"Thank you for having me on the show! (episode 22) I love listening to these podcasts. They are informative, down to earth, and a pleasure to listen to. Nathalie introduces us to a variety of birth workers from all different angles, organizations, and experiences, providing a well-rounded podcast for doulas, birth workers, and parents alike. Keep up the good work!"
1908,Dearest Doula with Nathalie Saenz,Ahead of the game!,5,Very helpful podcast! They provide really insightful advice and tips that educates the listeners more than they expect.
1909,NaturalHealth365 Podcast,All,1,What’s with the 70’s hair???
1910,NaturalHealth365 Podcast,Heartfelt Health!,5,"Jonathan and his incredibly knowledgeable guests talk all things health related, but it’s so much more than that! You’ll get tons of actionable advice and tangible tips, but you’ll also get heaps of inspiration from truly engaging individuals that genuinely want to help others. Thanks so much for putting out such a spectacular show Jonathan - keep up the great work!"
1911,NaturalHealth365 Podcast,NaturalHealth365 Podcast,5,I love Jonathan's interviews and I have learned a lot. Love the new show topics!
1912,NaturalHealth365 Podcast,LOVED - O69 with Dr. Carson,5,The podcast with Dr. Phil Carson on The non-toxic pharmacy is EXCELLENT! A great podcast on how natural remedies and nutrition is vital to great health!
1913,NaturalHealth365 Podcast,You have to try this,5,Always gives pointers to more research. Always gives actions you can take to help your health. So-called alternative medicine info that everyone should know. Never too difficult to understand. Website gives more depth. Thank you!
1914,NaturalHealth365 Podcast,"No good content, mostly marketing and criticism of health system",1,I've listen to a number of Natural Health Podcasts and there is very little actionable content and alot of bashing current health system. Recently listened to podcast about Homeopathy and did not learn a thing about Homeopathy. Every time guest was asked a question she went into a marketing rant and did not answer the question.
1915,NaturalHealth365 Podcast,Retain your independence of mind.,1,This is a crackpot podcast for people on the left with no science education.
1916,NaturalHealth365 Podcast,NaturalHealth365 Podcast,5,"Jonathan Landsman’s subject are so very pertinent to present day alternatives to standard medicine. I learn something new, or more in-depth on each show. Keep up the podcasts from NaturalHealth365."
1917,Overeaters Anonymous L.A. Event Speakers,Truly a lifesaver.,5,"I am truly so fortunate to be a part of the OA Program, and what a blessing for your intergroup to carry the message here. Listening to your podcast has saved me from relapse plenty of times. You're such a blessing to the eating disordered community. Thank you for your service! The stories are real, insightful, and inspiring. I am so thankful for the speakers and workshops on here."
1918,Overeaters Anonymous L.A. Event Speakers,REPLY TO REQUESTS...,5,"There are three more of these feeds from the L.A. Intergroup. Search ""Overeaters Anonymous"" in the iTunes store and you'll see all of them, as well as podcasts from many Region 2 Conventions, the OA WSO podcast and Metro West Intergroup's (Boston) podcast."
1919,Overeaters Anonymous L.A. Event Speakers,The best,5,Will u post more pods?
1920,Overeaters Anonymous L.A. Event Speakers,Great!!!,5,Thanks so much for your service! Have the uploads stopped? I see them only till 2008
1921,Overeaters Anonymous L.A. Event Speakers,Keep them coming!,5,I listen daily- and am running out! Keep them coming!!!
1922,All the Way LIVE: Free Yoga Podcast with Faith Hunter,Wow like I'm there!,5,These yoga classes feel just like we are there with her. Great sound quality - grab your mat and go for it!
1923,All the Way LIVE: Free Yoga Podcast with Faith Hunter,Love her!,5,I agree with all the wonderful comments here and want to add that her 10 min guided meditation is the best I've found on iTunes. Her voice is perfect and peaceful. I wish she did more meditations! Please ?!?!
1924,All the Way LIVE: Free Yoga Podcast with Faith Hunter,Love it!!,5,"I love, love, love Faith Hunter yoga!! Absolute best yoga on itunes. She is fun, light hearted, and a great teacher. I always end feeling awesome, each class is quite unique so I don't get bored, and I never get lost following her directions. I only wish she had more episodes!"
1925,All the Way LIVE: Free Yoga Podcast with Faith Hunter,"Lovely, challenging, fun. I'm grateful for these classes.",5,"These are recordings of her live classes. Most range from 60 minutes to 90 minutes or longer. They are full, good, challenging classes that are labeled for all levels or some are level too--- I find them all challenging but easy to follow- but I've been doing them for years. They are absolutely a necessity for my routine. She's great and it's so nice to have these free on itunes."
1926,All the Way LIVE: Free Yoga Podcast with Faith Hunter,Faith Hunter ROCKS!,5,I really Love The all the Way Live Podcasts. Check out Yoga Journal Mag. Faith has been featured in recent issues. I love the 10 minute meditation. I helps me sleep. Keep Flowing. NAMASTE. techa
1927,All the Way LIVE: Free Yoga Podcast with Faith Hunter,Faith is FAB!,5,"Faith provides excellent instruction, a cool vibe & is all-around fabulous. her classes flow beautifully. i love the intros to each class & always leave my mat feeling strong & relaxed."
1928,All the Way LIVE: Free Yoga Podcast with Faith Hunter,Yoga Bliss,5,"Faith Hunter offers up scrumptious yoga on her podcast. Her classes are enlivening, enlightening and just beautiful. Thanks!"
1929,All the Way LIVE: Free Yoga Podcast with Faith Hunter,"Faith is a Yoga ""supastar""",5,"Will someone please recognize Faith Hunter on a National level??? Talk about the ""total package""! From her sweet voice , to her beautiful demeanor, Faith Hunter guides us into sheer Yoga Bliss!!! I have been following her for years, and she has something to say!! Faith Hunter represents what Yoga is becoming. Spiritual, Hip, Love and light! I enjoyed watching your video bio, when is your first yoga video coming out? I will be the first one in line. NAMASTE
A.SANCHEZ"
1930,All the Way LIVE: Free Yoga Podcast with Faith Hunter,Wow!!!!,5,"Faith Hunter is truly a Blessing & Gift from God. She is down to Earth, SOULFUL and KOOL!!! We yogi's are truly Blessed to have you!!! Namaste!!!"
1931,Hypnosis and NLP with Donald Currie,The best!!,5,Thank You!
1932,Hypnosis and NLP with Donald Currie,Afternoon sleepiness brain fog tired.,4,"If they can make a dedicated season in afternoon sleepiness tired brain fog blockade lack of motivation due to drained brain. If there could be something rejuvenating refreshing meditation for afternoon work season where don’t feel lack of energy motivation and lack of memory concentration focus and then distracted all because of it. That would be really helpful.
Also I have wavering mind and some terrible words or thoughts pop up in my mind which are negative and self harming and these things do happen sometime. How to avoid those piping thoughts and words remove them from mind. I am tired of this unavoidable offending thoughts and words in my mind. I try but they just come from no where all of sudden and make me uncomfortable. How to stop them."
1933,Hypnosis and NLP with Donald Currie,Phenomenal Guided Meditations,5,This is a rare collection of powerful guided meditations that are well paced with excellent audio engineering to maximize the effectiveness. The background education on each topic is also very well presented and helpful. Thank you for providing this free resource.
1934,Hypnosis and NLP with Donald Currie,"Powerful, inspiring",5,After trying various hypnosis therapies this is the most powerful and inspiring I’ve ever experienced. Thank you !
1935,Hypnosis and NLP with Donald Currie,Life Changing,5,"This podcast has been critical to helping me in various areas of my life and career. The future pacing visualization and the progressive relaxation are my go tos. Thank you for creating such a valuable resource, Donald!"
1936,Hypnosis and NLP with Donald Currie,Thank you from my heart!,5,"Simply amazing and life changing. Thank you so much! I am now able to fall asleep quick and in the meantime learn so much every single time I listen. Thank you, thank you and please do not stop doing this! I need it to much!"
1937,Hypnosis and NLP with Donald Currie,Awesome...,5,I love every meditation... keeps me focussed and inspired! How often do you release new meditations?
1938,Hypnosis and NLP with Donald Currie,Love these!,5,Thank you for all of these recordings! Your morning meditation is my absolute favorite and makes every day better!
1939,Hypnosis and NLP with Donald Currie,Changed my life,5,Thank you for doing these amazing sessions they’re done so well and have truly changed my life.
1940,Hypnosis and NLP with Donald Currie,Wonderful podcast,5,"Thank you for this podcast, it’s great."
1941,Hypnosis and NLP with Donald Currie,New Behavior Generator,5,I’ve only done this one so far and have used it for several nights before bed. It has really made a difference in my life. Without question I have benefitted from it. Better than I expected and it works!
1942,Hypnosis and NLP with Donald Currie,Great content!,5,"This stuff is awesome!! I am learning so much about who I am... Thank you Donald... You are truly gifted. I highly recommend this podcast to anyone seeking change...
Love Gina xo"
1943,Hypnosis and NLP with Donald Currie,A thousand thank yous!,5,I think this series is extremely well done and hope it catches on. It's so much better than the other hypnosis podcasts that I've heard. I only wish there were more episodes!
1944,Hypnosis and NLP with Donald Currie,So serene and intelligent,5,Great audio quality and each show has given me great insight
1945,Hypnosis and NLP with Donald Currie,Superb!,5,Calming and well recorded I just started using these and already feel a difference after the first day. Will keep at it!
1946,Evolution of Medicine Podcast,Awesome Podcast!!,5,"The host of the Evolution of Medicine Podcast, highlights all aspects of health, wellness and more in this can’t miss podcast! The host and expert guests offer insightful advice and information that is helpful to anyone that listens!"
1947,Evolution of Medicine Podcast,"Awesome show, highly recommend!",5,"James and his expert guests provide some incredibly compelling content that’s geared to help you take actionable steps to live a healthier, more well-rounded life.
Highly recommend listening and subscribing to The Evolution of Medicine Podcast if you want the knowledge AND mindsets to improve your overall physical and emotional well-being (and experience life with a new emotional resilience as a result)!"
1948,Evolution of Medicine Podcast,"Awesome show, highly recommend!",5,"Absolutely loving this show - James and his expert guests consistently deliver world-class content.
Highly recommend listening and subscribing to The Evolution of Medicine Podcast if you want the knowledge AND mindsets to stay ahead of the curve in the rapidly evolving field of medicine."
1949,Evolution of Medicine Podcast,Priceless content,5,James Maskell is a true rock star in the functional/integrative medicine space. He is such a pioneer. I wouldn't be where I am in my start up health coaching business without this podcast and the resources on the website. Thank you James for all you do!
1950,Evolution of Medicine Podcast,Solid podcast for functional medicine world!!,5,"Thank you James and Gabe for all you are doing to lift up Functional Medicine! Great show, very informative and helpful."
1951,Evolution of Medicine Podcast,A Great Resource,5,"James Maskell is a visionary and a talented host. The podcast highlights some great tips and tech for anyone interested in providing personalized "" root-cause resolution"" care."
1952,Evolution of Medicine Podcast,Dr Paul- Health Geeks Radio,5,Awesome!
1953,Evolution of Medicine Podcast,A must-listen.,5,This podcast inspires me every single week! It fortifies my passion for my work and pushes me to think outside the box to create something that can hopefully keep pace with the brilliant minds that grace this podcast. Thank you James and Gabe for bringing this to us all!
1954,Evolution of Medicine Podcast,Excellent!,5,I learned a lot and I already do a lot of research in this area. I am so looking forward to some of the described changes coming to standard medical practice.
1955,Evolution of Medicine Podcast,Excellent information,5,Empowering.
1956,Evolution of Medicine Podcast,Love these,5,"If you are at all interested in science, your health, things that are funny and knowing more today than you did yesterday, listen to these."
1957,Evolution of Medicine Podcast,Best podcast!,5,Health and the future of medicine in a super conversational and easy to understand podcast. James is a great host. What more could you want?!
1958,Evolution of Medicine Podcast,Functional Medicine,5,This is not just cutting edge information! It is usable and inspiring!
1959,Evolution of Medicine Podcast,Well Worth the Time!,5,I was so happy to see that James Maskell has continued the Evolution of Medicine Summit with these podcasts. He has lined up more excellent dynamic speakers. I learn something new and usable in each and every one of them.
1960,Podcasts – Extreme Health Radio,Timely information,5,Thank you for your truthful insight on health and wellness!
1961,Podcasts – Extreme Health Radio,good show,4,Really a amazing podcast! Easy going flow which I love which is not scripted. Don’t know why they took out most of the music out of the show. Just the intro only.
1962,Podcasts – Extreme Health Radio,Learn so much!,2,Thanks for empowering the public!
1963,Podcasts – Extreme Health Radio,Remember this is a podcast,3,"There is some very good information on these podcasts, but his drinking water and talking about it so much is utterly irritating. I know this is a YouTube to podcast format, but he needs to remember that there are listeners out there that don’t need to hear him drink water all the time and talk about it. Other than that, it’s pretty interesting."
1964,Podcasts – Extreme Health Radio,Top source for health related knowledge,5,Extreme Health Radio has become my top source for health related knowledge. Thank you!
1965,Podcasts – Extreme Health Radio,"Most guests are great, hosts are lacking",3,"I love the majority of the guests they have on the show. Very informative. However, the hosts could improve on their commentary. A lot of repeating “wow, that’s awesome”, “so so great”. Justin asks a lot of good questions though he interrupts too much with his own stories and the intro is way too long and there is a lot of rambling on at the end. It seems every podcast, he can’t think of someone’s name or the name of a certain modality, etc. Eating/drinking on air is not pleasant to listen to and the exclaiming off how great the water is every time you take a drink. Very distracting and annoying."
1966,Podcasts – Extreme Health Radio,Great health show,5,I love your show it has helped me so much !! I love do listen to it while working out !! I can’t to see what other new health doctor you bring on in the future!
1967,Podcasts – Extreme Health Radio,This show rocks,5,Justin and Kate have a broad spectrum of guests on. They ask informative questions and I always take away great heath tips. They are so transparent about issues they are going through and not pushy at all about their beliefs. I really enjoy this young couple and wish they were my neighbor so we could hang out.
1968,Podcasts – Extreme Health Radio,Awesome Health Info!,5,Thanks for providing such awesome health info to help us to get power over our lives!
1969,Podcasts – Extreme Health Radio,Extreme health radio,5,"Love this show, great recording quality, lots of great health tips and guest 💓"
1970,Podcasts – Extreme Health Radio,Journey to health,5,I really love the guests on this show and the range of topics they cover. Kate and Justin are married and the hosts of the show. They are just trying to learn all they can to have better health themselves just like me.
1971,Podcasts – Extreme Health Radio,Awesome interviews with johnBergman FANTASTIC,5,I have been researching and healing myself successfully naturally for years now but I have never come across anyone that knows how to heal everything NATURALLY UNTIL I STARTED LISTENING TO Dr John Bergman who you interview and ask awesome questions of him that the people listening would want answered. Thank you for having him on.. I just did a phone consult with him and he is better than any MD EVER!!! I encourage everyone to listen to him on your website and his you tube videos! You and Kate are awesome!
1972,Podcasts – Extreme Health Radio,Informative and Helpful,5,I love listening to Justin and Kate and their guests spreading awareness about health and wellness. They cover a variety of topics in the alternative health sphere and are well-researched and entertaining. I often listen while taking morning walks and they inspire me to continue my health journey. Keep it up guys. You are making such a difference!
1973,Podcasts – Extreme Health Radio,Absolutely love EHR!,5,"Justin and Kate are two of the most open minded people I've ever encountered. They have such a great relationship with each other and their listeners. They make me feel like I'm sitting with them having these conversations. I look forward to every single episode. Their guests have so much knowledge and wisdom. I feel blessed to hear all of this info. If it wasn't for J & K id be struggling to find like minds to get inspired by. I love the free for all Friday's. It really makes me feel like I know them personally. they always respond to listener questions so that helps the community they've created grow. I am very interested in health, which leads me to questioning the entire reality we are apart of and I love that aspect of the show where they entertain thoughts that might be a little edgy or maybe too woo woo ;) overall I'd give this podcast 100 stars :) Thank you Justin and Kate you guys have inspired me beyond belief. Much love to both of you."
1974,Podcasts – Extreme Health Radio,Fantastic Hosts and Great Content,5,It’s always a pleasure to listen to Justin and Kate - they’re a very authentic and lovely couple with open minds and kind hearts. Interesting guests discussing natural healing and related topics. I also enjoy their Free for All Friday shows where they talk about past interviews and whatever fun and whacky topics that may come up. They’re pretty much the neighbors I wish I had.
1975,Podcasts – Extreme Health Radio,Love This Podcast!,5,"What i truly love about Justin and Kate (and Maggie) is they are REAL! When it comes to their show nothing is off limits and they question the health risks of virtually everything. They are very knowledgable and informative about issues that most wellness shows do not even delve into. They offer different perspectives on physical, mental & spiritual well being and their guests are highly insightful on a plethora of differing topics. I have learned a lot for this show and I am always entertained listening. I definately recommend this podcast to anyone interested in living a healthy lifestyle and learning how to avoid the poisons propagated by parasitic corporations. In the words of Justin, Extreme Health Radio is Really Cool and Awesome!!!!"
1976,Podcasts – Extreme Health Radio,Best podcast of all time,5,I have learned an incredible amount of information from listening to this podcast on my drives. The diversity and quality of the guests on the show is unparalleled. Justin and Kate's curious and open nature makes it even more engaging. I always look forward to listening to the next episode!
1977,Podcasts – Extreme Health Radio,Very Empowering Podcast,5,"I love this podcast! I’ve been listening on and off for the past 3 years or so and every time I learn something incredibly insightful. What I love most is the variety of information. You sometimes get guests who contradict one another which is comforting to me knowing there’s no agenda. You listen, you learn, and then determine, for yourself, what the right path is which is why I find it in empowering. Yes, there’s a lot out there that’s constantly compromising our health but there is also solutions. This also my first and only podcast review so that should tell you how much I love them."
1978,Podcasts – Extreme Health Radio,The Best Health Podcast I Have Found,5,"These podcasts are really good! They are so helpful to me in learning about improving my health, with speakers that are highly skilled in natural medicine and/or are on the cutting edge of scientific research.
There are a lot of eye-openers here in these podcasts. They dispel many commonly-held beliefs that have been disproven through science or by successful health recovery for many people.
I'm interested in natural medicine that works to treat the cause of my health problems, not just treat or mask the symptoms, which is the usual standard of care in the conventional health industry."
1979,Podcasts – Extreme Health Radio,My most favorite podcast of all time!,5,"I found Extreme Health Radio while trying to fill some of my commute time with alternative health related content about a year ago. I look forward to every show. Justin & Kate are amazing! They interview some of the most intriguing and knowledgeable people. The shows are thought provoking and deep and I have learned way more than I ever thought I would. Highly recommend, you will not be disappointed! Thank you Justin & Kate. ya'll rock!"
1980,Podcasts – Extreme Health Radio,My favorite health podcast,5,I have learned SO MUCH from this podcast! So glad you guys are doing more episodes every week now too! THANK YOU!
1981,Podcasts – Extreme Health Radio,Extremely Versatile and Benevolent,5,"What a rich, personable and insightful journey into modern health and advancement. Really enjoy feeling part of their journey to the limit in health. These guys are what's needed in medicine. Kudos!"
1982,Podcasts – Extreme Health Radio,Amazing!,5,A fantastic show. Its helped me bring my health awareness to higher levels! Great interviews and a tremendous range of topics covered. You rock extreme health radio!
1983,Podcasts – Extreme Health Radio,One Problem,1,"While I generally find the show interesting and entertaining, my problem with it, as I have expressed to Justin in the past, is that he does not challenge his guests to support the views they hold. I understand that his purpose is to show listeners that there are many alternatives to the mainstream and that is commendable. However, if the shows are really to be helpful to anyone, then some level of credibility must be established. Some of his guests present some very ""out there"" views (not to say that they may not be true) but when this is the case I believe it behooves Justin to not just ask questions about the treatment, therapy, etc., but to ask questions that require the guest to provide some real evidence about their efficacy."
1984,Podcasts – Extreme Health Radio,Best Health Podcast!,5,"If you want to learn more about alternative medicines which are not mentioned at your doctors office, you have to give this podcast a chance. The guests are top class and I have learned more about health on this podcast than in all my years of study."
1985,Podcasts – Extreme Health Radio,Valuable Open Forum For Health Ideas,4,"The wide variety of guests and topics makes EHR a worthwhile podcast to have in your feed. Justin and Kate bring an openness and enthusiasm to their interviews, making it enjoyable to learn along with them. Not everything every guest says can be taken as gospel, but it is nice to have an open forum for so many interesting ideas about health and wellness."
1986,Podcasts – Extreme Health Radio,Something New to learn every show,5,Extreme Health Radio has so many viewpoints and topics that there is somthing new to learn every show. The wide range of viewpoints allow you to take a second look at things that you are doing in your life. Extreme Health Radio is one of my favorite podcasts.
1987,Podcasts – Extreme Health Radio,Fantastic!!!,5,An excellent podcast for health related topics of all knids. Justin is a genuinely good-hearted host with an open mind who is truly interested in our health and well being.
1988,Podcasts – Extreme Health Radio,Awesome Podcast,5,Extreme Health Radio with host Justin is an amazing alternative health radio show. The podcast highlights expert guests who give insightful advice on healthy living.
