,podcast name,review score,review text
122,Radiolab,5,"This show is for people who are curious about the world, and the connections that we can make between seemingly distant subjects: from ones studied solely in the ivory towers of academia to deeply human experiences that we each have felt or yearn for. This show tells the kinds of stories you won't find anywhere else. Pick a theme, any theme, and these guys will tell you how the start of the universe and the random distribution of particles at its early phases of evolution flow directly into the kind of relationship that a modern, tech-savvy couple might share. It's beautiful, it's elegant, it's curious, and it's original.
"
123,Radiolab,5,"I have learned about the most fascinating things from Radiolab, and the sound design they use to explain concepts that cannot be seen visually are brilliant. I prefer to ingest news/information aurally, and the sound design really helps cement certain scientific concepts or stories from guests on the show. The hosts seem to have an innate respect for their audience's intelligence. I've turned tons of friends on to the show, and I'm constantly texting with them about ""did you hear the one about the...."" Radiolab also has a fantastic live show that regrettably I haven't been able to see yet.
"
124,Radiolab,5,"Radiolab is the best thing on Stitcher -you could teach writing with this show as the text - the ideas are absorbing, and they are unwrapped in a way that affords listeners that same sense of excited discovery that surely must accompany all good science - and -- a production feature I think of as the ""scoring"" -- the audio miniatures that pop up to comment upon the narrative. Always spot on and surprising, never obvious. This show is really well done.
"
125,Freakonomics Radio (Stitcher Exclusive),5,"For the first years, Freakonomics was a fun look focusing on the power of data, analysis, and science in looking at economic and social issues. It was powerful, and the banter between Dubner and Levitt was entertaining. Recently, and especially since the move to Stitcher, it has become more about anecdotal evidence - specifically, *long*, often dull interviews with various figures in the words of sports, business, economics and finance. I suppose these take less time and effort to produce, and it shows in the decrease in quality. Bring back the data, and return from opinion back to analysis!
"
126,Freakonomics Radio (Stitcher Exclusive),2,"I really like the points of view that is disscussed on Freakonomics Radio. Whenever a point comes up it's very timely. It seems like I will often hear a discussion about the same or a similar topic on other shows like NPR or other news shows. I also feel like they really get to the nuts and bolts of a topic. In addition to good info, It is a healthy mix of serious and very funny and I like my information to have humor. I am more likely to remember. Not like your 9th grade science teacher that droned on with facts until you were drooling on you desk. Boo. Freakonomics Radio is worth every moment I spend listening. Give it a shot. You'll love it!!
"
127,Freakonomics Radio (Stitcher Exclusive),3,"I love, love, love this show. When it's done I listen to it again to fill in my longing until the next one. I have learned more about society and the world from this show than from all of my years of school(18 yrs). From 5 minutes to 59 minutes every show is packed with enlightening and useful information. I tell everyone about Freakonomics so that the we can have long informed discussions. Talk about conversation starters.
"
128,Freakonomics Radio (Stitcher Exclusive),5,"They used to actually talk about economics and sociology on this show. Now the host, Stephen Dubner, leads really unfocused discussions. There's no more insight anymore. The episode featuring Nate Silver had so much potential, but Dubner just asks him frivolous questions like, ""What's your favorite food?"" Also, why isn't Leavitt on the show anymore? He really is an economist. If you want a concise, insightful, and entertaining show about economics, listen to Planet Money from NPR.
"
129,Freakonomics Radio (Stitcher Exclusive),5,"I generally enjoy this podcast and learn a lot - I was an economics major and generally appreciate the questions they ask and explore on the show. I've read the books and been a listener for a long time. However, Dubner's question asking style loses me about 7 out of 10 times - he asks painfully long and convoluted questions, where sometimes I literally have to stop the podcast and listen to something else...I find it that annoying. So please, Dubner, add some economy to your questioning style! Diminishing returns on long convoluted questions.
"
130,Freakonomics Radio (Stitcher Exclusive),2,"Each show begins with a teaser that leads you to believe that it is going to be about one topic, which you may or may not find interesting. However, by the end of the show you are completely enthralled with how that initial teaser turned out to be something completely different and a highly relevant topic. The hosts do a great job laughing at themselves and their thought processes. Rather than presenting a show that comes from the 'ivory tower' it's content is practical.
"
131,Freakonomics Radio (Stitcher Exclusive),3,"I once held an ignorant, close-minded position that economics was stupid, boring and only conservative Republican types would pursue it. Somehow I discovered Freakonomics and my position was changed! These episodes continue to affect me, as I find myself applying their interesting ideas to the things that I encounter during my day. This podcast is likely to appeal to people who are interested in sociology, social issues, current events, science, and the human condition. The delivery is lively and fascinating, and the Steves have fun personalities. This is not a dry or boring presentation by any means.
"
132,Freakonomics Radio (Stitcher Exclusive),5,"This show, along with the books, have been instrumental in my growth and education over the past 12-18 months. I've developed a passion for all things Economics, and have begun a journey of developing that passion into a new business venture. One of the foundations for my new found passion is this show! The show is interesting and thought provoking, I could not recommend it enough. It's full of intelligence, wit and most importantly - relevance. I'm getting through the entire portfolio of podcast and look forward to new editions. Thanks to all involved who make this show possible!
"
133,Office Ladies,5,"I am sooooooo thrilled and excited about this podcast! Both Mrs Fischer and Mrs Kinsey are so lovely and sweet to listen to, and its so much fun to have these two go in such depth about this show. You can tell how much this show means to them, as it means to the millions upon millions of fans this show has generated and continues to generate. HERE IS TO MANY MORE!
"
134,Office Ladies,3,"Oh, my, freaking, god. The story of how Phyllis landed her role, the auditioning process, and even the advice Gervais and Merchant gave the team before they started, this is a fandom GOLDMINE! I can't want for them to get to some of y favorite episodes, but honestly even after the first episode, I can tell the journey there will be amazing anyways.
"
135,Office Ladies,5,"When news broke that The Office would soon disappear from Netflix, I was, like most people taking the time to read these reviews, heartbroken. Though we're only 1 episode in, I can tell that the chemistry between these two besties will radiate throughout the podcast and provide charming, nostalgic insight into one my of favorite TV shows.. ever.
"
136,Office Ladies,5,"Very excited to sit at my office desk and listen to what ever shenanigans this podcast has in store!
"
137,Office Ladies,5,"This is just what I needed, been a die hard fan since day one and hoping that one day there would be a reboot or spin off or movie, anything to fill that void that was left when the show ended. Hopefully one day you girls will come up with a new spin off with a bunch of the old cast, maybe working at Dwight and Angela's bed and breakfast.......
"
138,Office Ladies,5,"One episode in and they already do such a great job of telling the stories behind the story. It's so cool to hear about the character development that went on through the actors and what were non-scripted things that became part of the show. Can't wait for more!!
"
139,Office Ladies,5,"Granted, it's the first episode but this podcast is exactly what I hoped for. The tidbits they offer are both humorous and interesting. They bounce off of each other well. It makes re-watching the series different and puts things in new light.
"
140,Office Ladies,5,"Great Podcast. KELEVEN stars from this 40-something Accountant, wife, mom, and Missouri native! I am a late-comer to The Office fan base but now I love it. My daughter attends TRUMAN STATE UNIV (Jenna's alma mater). I went with my daughter & friends to see Jenna speak on campus during her '19 book tour. The auditorium was packed; sadly I was likely the ONLY attendee with no ""OFFICE EXPERIENCE."" lol My daughter told me to at least persevere through Season 1 (cringy) and then decide. She was right (guess she IS learning some things in college). :) Love the show! Love this podcast! Angela, you ROCK. #accountantsrock
"
141,Up First,5,"I listen to this show before school every morning, as I get ready. It works as a good primer for any news I read or listen to on public transit. Don't expect in depth analysis, but do expect reliable, efficient news.
"
142,Up First,3,"RE: New FBI director. The reporter mentioned Joe Lieberman as a possible new FBI head with no mention of any objections to him. In fact, lots of people in Washington don't think a politician should be named director of the FBI. Also, top Democrats are opposed to Lieberman because of his checkered history with the party. A more thorough report would have included these points.
"
143,Up First,5,"All the major news points in a 12 minute package. Excellent compliment to Morning Edition.
"
144,Up First,5,"This is my go-to morning podcast! It's a great round up of the news you need to know. Great production quality to boot!
"
145,Spittin Chiclets,5,"Gents,
I wanted feedback, so here it is... the duration is probably perfect at just over an hour. I could probably listed all day, but with 1 hour, it keeps the audience wanting more. Any less, I believe would be too little. Keep up the great work. Just when I think you cannot top an interview, the next one is just as good. Coming from a guy who lives in Toronto, and spends a lot fo time in his car, it's a breath of fresh air to hear conversation about hockey that isn't TML overload. I am a TML fan, but every sports radio station talks about the same thing hour after hour, day after day. Keep it up and thanks for the laughs!
"
146,Spittin Chiclets,5,"...like being in a locker room with real people, yet these chowderheads somehow manage to have good discussions...awesome interviews...best antidote to the political, social crud that's trying to force my brain to bleed out of my head.
"
147,Spittin Chiclets,5,"#1 on my podcast list. hilarious and most entertaining. The best sports podcast I listen to, and quality went through the roof when Biznasty became a regular. Some of the best stories, and gives players a chance to really show some personality which is incredible for the NHL. More podcasts should take inspiration from this.
"
148,Spittin Chiclets,5,"I listen to a ton of podcasts, but never imagined I'd be willing to commit to episodes longer than 45 mins. This pod is so good. Props to the boys for the hilarious conversations, hockey updates and killer interviews. The people they get on this show though! Keep them coming, please. As a female listener, I second JR's suggestion of getting Kathryn on the pod.
"
149,Spittin Chiclets,5,"Great content. My son (12) and I listen separately and then discuss it later. Now when he walks into a room he says ""Hellooooooo Everybody"".
Best moment yet- watching the all star game and Lundquist is being interviewed- my leans over and says ""guys gotta wrench...""
He is a hockey player learning the unteachable side of the game!
"
150,Spittin Chiclets,5,"Boys-- Great show! My adult son, that I coached, turned me on to the show. Listening to you chat about Minor hockey and loving it. I coached youth hockey for 22 years and have heard and seen it all. I coached all levels and ages from having 150 kids on the ice for beginners to Bantam and Midget AA and AAA. Unbelievable stories, from parents that literally wanted to kill me, to ""moms"" that would ""hit"" on me for more ice time for their kid. Anyway many more stories that I would love to share. Keep up the great work and I'll keep listening
"
151,Spittin Chiclets,5,"I've been listening to this podcast from its early days and still love listening. I try to keep up but even when I fall behind, it's easy binge listen and catch up. Also - love that I don't have to listen to episodes in order either. The conversation is usually funny (though sometimes gross - as a sheltered woman who didn't play sports and never hung out with athletes - the topics can become quite graphic, but nothing I can't handle and still find funny). I LOVE the guests, especially when they are current or former Bruins players. Great show, with fun guys, and awesome guests. Wouldn't mind having a coach/president or two on, and get that perspective. Loved the Looch episode - he is a BEAST and the reason I started and continued watching hockey/am a diehard Bruins fan now. Keep it up!
"
152,Spittin Chiclets,5,"Love how you guy's get the guests to open up about stuff you would never here them say on other shows keep up the good work
"
153,Small Town Murder,5,"I love true crime podcasts and I have to say the humor you two put into this show is awesome. I laugh at pretty much all the stuff you guys say. I live in Reno and when you guys did the show on South Lake Tahoe I couldn't help but laugh. South Lake is a really beautiful area but only certain spots. I did let out a few chuckles when you pronounced some of the areas names wrong and I verbally corrected you as if you could hear me. Keep up the good work and I am very happy I stumbled upon your show. Once I finish all these episodes I will be going to your other show.
"
154,Small Town Murder,1,"I just discovered this show a few days ago. I am a small town Southern Illinois native, unfortunately. But I got out of the depressing area in my early 20's. :-)
The description and demographics in Episode #19 of Eldorado, IL is absolutely spot on in regards to how rural Southern Illinois actually is. My home town was a 'sun down' town too. They still to this day sound the 8:00 pm siren, which is the warning for 'people to get out of town'. Ridiculous! When I tell friends about this, they cannot believe it!
Keep up the good work gentlemen.
"
155,Small Town Murder,5,"Comedians covering true crime? Yes please!
James and Jimmie are funny and down to earth, and they manage to make stories about murders in small towns pretty darn hilarious. The research is really impressive - I've tried to look up some of the cases they cover, and the information is really sparse. James obviously spends a lot of time digging into court filings and the such. Because Jimmie doesn't know the story ahead of time, his reactions are incredibly raw and honest - I find myself yelling ""OH NO!"" right along with him. I look forward to new episodes every week, and I'm delighted to support their Patreon for bonus content!
"
156,Small Town Murder,5,"I never thought I would like a comedy twist to murder stories until now! Love what the hosts do here. Very entertaining and totally worth looking like a weirdo at work for laughing out of no where! Lol. Highly recommend a listen to this podcast. But as a disclaimer ""if you think comedy and true murder should never ever cross paths we shake hands and say thank you very much"" -James Pietragallo
"
157,Small Town Murder,5,"I love 85% of this show... when it hits, it HITS. when it drags, it DRAGS. it's like the girl with the curl in the middle of her forehead, and I can appreciate a healthy dose of variability and/or volatility. How. ever. The most annoying recurring dumb joke happens during the readout of the small town's ethnic un-diversity. WITHOUT FAIL, whenever there are low numbers of Asians, they make some crack about the town 'not liking Chinese food' or some bunk. First off, that's some small-town parochial jokery, and, second-off, it's a lazy joke. I'm just saying. I wanna give my full love, but for all they love to make fun of rural ppl's ignorance, I gotta say... disappointingly hypocritical.
"
158,Small Town Murder,5,"The 1st episode I listened to is #120 - Guns, Explosives & A Lion. A friend of mine told me about the murders in Duchesne, Utah and said I should listen to the podcast regarding it. I was up in the area over the weekend and drove past the ""crime scene"" before I listened to the episode. I haven't laughed this hard in a long time. Being from Utah, it made it that more hilarious. You guys are awesome! I am a huge fan now and started listening to your episodes from the beginning. All the ""Mormon"" comments are too funny and so true! Thanks for bringing comedy back into my life
"
159,Small Town Murder,4,"Following instructions! Love this show. Living in a small-ish town mentioned briefly in one ep (Columbia, MO) I love the humor brought to often brutal cases. A much needed laugh in a world of news with very little to laugh about.
"
160,Small Town Murder,5,"These guys are hilarious, and as a geographer (and small town resident), I freakin love their town and demographic descriptions. All the suspense and drama you want, blended perfectly with comedy throughout it, like the perfect milkshake of murder.
"
161,The Portal,5,"For someone who hasn't heard of the Weinstein brothers - they are a pair of highly accomplished researchers (Eric in Math / Geometrical Symmetry and Bret in Evolutionary Biology) who have both performed ground breaking work from first principles perspectives. Yet, they are also both rebels to the institutional systems of the universities and peer review. Listen with somber incredulity as Eric unpacks with guest after guest, domain after domain about the systemic failures that our existing incumbents, our hallowed pundits continue building on layer after layer. It's time to find ""The Portal"" before it's too late.
"
162,The Portal,5,"Possibly the most important podcast at the moment.
"
163,The Portal,5,"Engaging and well-produced. Looking forward to more episodes. Much respect for Eric and his work.
"
164,The Portal,5,"Eric curates his shows very thoughtfully and continues to surprise me with a great range of guests with perspectives that you won't find in MSM. His calm soothing voice is also why I keep tuning in. Keep it up Eric.
"
165,The Portal,5,"I really enjoyed the topics talked about and the host is great at explaining his views.
"
166,The Portal,5,"One of the best single podcasts by anyone, ever. Respectful dialog between smart people that do not agree on politics. We can have a disagreement and at the same time find common ground. Well Done!
"
167,The Portal,5,"This podcast provides deep insights into the world. The main thesis is that breakdown of our institutions has been damaging our society since the 70's. Each episode looks at a different institution to identify the breakdown and potential paths forward. My favorite episodes, of the 17 so far, are 1, 4, 5, 16, and 17.
I listen to the first 45 minutes of each episode while stretching (not my full attention) to see if I'm interested in the topic. If so, I'll start from the beginning and take notes as I go (full attention). In my opinion only maybe 1 out of every 4 episodes has those ""you just blew my mind"" realization moments, but when they happen they are so impactful that the podcast still deserves 5 stars.
What can be frustrating is that Eric clearly has well thought out theories, but instead of just spending 45 minutes talking through these theories, he talks through them bit by bit with guests. I would prefer if he broke the episode into two parts, so I could see the full theory before he tries to debate it with the guest. Eric is funny and willing to say the things that most people are afraid to say for fear of damage to their reputation. Definitely worth a listen!
To understand my taste, I also listen to Building Local Power, the Joe Rogan Experience, and the Realignment. I think Sam Harris is non-erudite (to use a Taleb term).
"
168,Planet Money,5,"I came to Planet Money in an attempt to understand the economic meltdown that was unfolding in 2009. Once I started, I could not stop. I find the stories interesting, compelling, and thought provoking. I use Stitcher to download the episodes and I listen to them through a headset while mowing the grass. An interesting juxtaposition of activities - mowing the grass is the one thing in my life I can control and fully complete - neat straight lines, tight turns; While Planet Money describes the obtuse interconnections of economic theories and our daily lives.
"
169,Planet Money,2,"Planet Money is educational, but doesn't feel that way. It does an excellent job of both teaching complex ideas through easy to understand real world examples as well as showing how the economy works on the personal level. I use this with my economics classes, and the students love it.
The overall tone of the show is light and slightly comedic which helps to keep the audience's attention, but while you are being entertained you feel like you're learning something that most people don't know anything about. Its always interesting, and I just wish the episodes came out daily.
"
170,Planet Money,5,"Pure fun to listen too on the dullest topics of $ and the economy!!  They report real stories and issues in a storytelling/reporting style and explain complicated financial principals so that anyone without a financial background can easily understand them.  No other show in history has been able to make such topics so easy to understand and so much fun to listen too!!  Do yourself a favor and download this podcast!!  Do not let the NPR and money title fool you into thinking this is a boring show because its one of my favorite podcast and I have listened to 100s of diff shows and I am so excited whenever they release a new one!!  Thank you planet money and please keep up the great work!!!
"
171,Planet Money,5,"More re-runs than new shows nowadays. There's also a lot of politics recently. I've gotten halfway through a few new shows and not heard anything about the economy. It seems there's more glory in reporting on politics nowadays, but that's not what I listen to Planet Money for. The Indicator is still quite good, though.
"
172,Planet Money,5,"I'd like to comment on the show ""Small Change"" - one factor that has slowed productivity is addiction and other mental health disorders. The show did not mention the trillion dollars annually of damage and destruction done to our economy by addiction and other mental health disorders. Love Planet Money!
"
173,Planet Money,2,"This podcast is well-edited, comes out frequently and never uninteresting. I got my bachelors in econ, but you need no economics training to enjoy this.
"
174,Planet Money,5,"Being a longtime This American Life listener I was introduced to these guys on their episodes devoted to the recent financial meltdown. They did about 3 entire 60 minute episodes, and it was by far the most incisive, comprehensible reporting I had heard on that complex subject. 
They do more of the same with their own podcast, taking one small subject at a time and covering it cleverly and entertainingly. Freakanomics Radio is a similar show. I couldn't say which was better...I listen to them both each week.
"
175,Planet Money,5,"I know we have to find young people now to do everything, but I like shows hosted by people who know things. The new host not only has little knowledge of finance, but seems proud of it.
"
176,Fresh Air,5,"Terri Gross has the most soothing voice, and even though I'm sure she has her own personal opinions on the subjects she covers, it doesnt come out in her questioning. It is always obvious that she has well researched her topic and her questions come across as so. Her introductions are informative (in case you are not up to date on the subject) and she makes a conscience effort to clarify throughout the interview.
Other than being just a fan of Ms Gross, the people they choose to come on and the subjects they talk about are a good mix. From serious and socially conscience to healthy living, to entertainment.
"
177,Fresh Air,5,"I love Fresh Air. The interviews are in depth and compassionate.  I feel like I get to know the guests.  Terry isn't afraid to ask the hard questions, sometimes even to the point of all of us squirming a bit.  I love that she'll have Gene Simmons from Kiss being rude and outrageous or that she'll cry with Maurice Sendak. They are all facets of humanity for us to meet and understand. Fresh Air brings the world to me, even in my small town America. I'm grateful that Stitcher allows me to stream previous episodes so I don't have to miss them anymore. 
"
178,Fresh Air,5,"Fresh Air is easily my most favorite podcast. The interviews and subject matter are always presented in an interesting and informative way, and grab my attention even when I am not expecting it. Teri Gross always asks the questions that I would ask if I had the opportunity, and does it in such a way that does not antagonize the interviewee, or put them on the defensive. Sometimes more than one subject is covered in the one-hour show, and Stitcher will often break these segments up into separate programs, which can be disconcerting if I'm trying to listen to an entire show.
"
179,Fresh Air,5,"The craft of interviewing seems complex. The interviewer has to probe deep enough to reveal fresh insights with out offending, angering or sending the interview subject in to retreat. Currently there may be a handful of adept interviewers in all American media. Terry Gross is among the very best. Countless times I have listened as she skillfully brought new life to the stories behind some of the worlds most interesting people. It is always time well spent.  
"
180,Fresh Air,4,"Terri gross is the best interview!  Love it! Love it!
"
181,Fresh Air,5,"I have listen to Terry Gross for over 20 years. She is usually gives a fair interview, no matter what their platform is. I really admire Terry Gross. I am disappointed, and this not have to do with Stitcher, that it is not the whole show. I try to listen to it on my local FM radio station, but sometimes I cannot get good reception, so this is a good alternative, but it is a shortened version.
"
182,Fresh Air,5,"I have listened to Fresh Air for years and I find it interesting and informative. I don't know how Terri Gross does it - keep up with things, do research and interview people who sometimes don't respond well. She has a good sense of humor about it but I think that sometimes she must roll her eyes when she runs into an oddball. I heard that some of her interviews are done via the phone (not sure about that) but if that's the case, then I'm even more impressed. This is, in fact, my favorite NPR radio program.
"
183,Fresh Air,5,"One day she's discussing Mr. Roger's Neighborhood, the next the science of sleep. Terry Gross has virtually unmatched intellectual dexterity. Every day's an unexpected treat
"
184,Wait Wait... Don't Tell Me!,5,"""Wait wait don't tell me"" is the podcast I look forward to the most every week. It is the only one I don't mind listening to even on the rare off weeks when they re-run old clips (which I now have heard almost all of). I like this show so much that my fiance now has a rule that I'm not allowed to talk about it at dinner...because for a short time it was beginning to be my favorite and only conversation topic. Peter, Carl, and the panelists all participate in the discussions and interviews with such intelligent, self aware, and creative commentary and questions. I am also a proud Paula Poundstone devote. Keep killin it!    
"
185,Wait Wait... Don't Tell Me!,5,"One of my big treats to myself every weekend is to listen to Wait Wait, Don't Tell Me. I pride myself on being able to answer most of the current event quizzes before the guests can. I love the host's dry humor and how they pick out music that is a commentary on the quiz that's just ended. The guests are mostly comedians, but this past week they invited past ""Not My Job"" contestant Neko Case, the singer, and she did GREAT--keep inviting her back, you guys! Since they changed the schedule at my local public radio station and it's no longer on at a convenient time for me to listen, Stitcher has been a lifesaver. I can listen anytime I want and not have to download any files.
"
186,Wait Wait... Don't Tell Me!,5,"This show is hilarious. It's not only informative and interesting it also makes you laugh while your learning. You get the chance to listen to an amazing and often rotating panel of witty judges. Though others are quizzed I am often times finding myself responding to their questions out loud wherever I am. I have been listening to this show since I was a child while my parents put NPR on every weekend. It helps me get through my week and the option of a podcast makes it so I can actually listen to it when I have time! I can't talk it up enough to really describe how awesome the show is. I would start a grand protest if it were ever in danger of being discontinued.
"
187,Wait Wait... Don't Tell Me!,5,"there is no better cross-section of news and humor and humanity than Wait Wait. its a show nearly anyone can appreciate. whether you are news hound or just someone who likes a good off-the-cuff joke. between the call-in segments and the guests and the host (Peter Segel) -- its a rare win-win.
i look forward to it every week. sometimes i even save them up for long trips. and it never hurts to listen to past episodes.
Wait Wait is not only entertaining as a podcast, it will likely stand as a great example of new radio culture and programming in years to come. it is a cultural gem and will be a valuable cultural artifact for future generations.
high praise, yes. but well-earned.
"
188,Wait Wait... Don't Tell Me!,5,"I absolutely LOVE listening to this show. The only thing that could make it be better is if there were video to go with it (I know, tough to do with radio). If anyone has seen ""Whose line is it anyway?"", or seen impromptu comedy skits at local shows, then this show is for you!
What makes it better is that there is listener interaction with some of the games that they play, and they enjoy poking fun at each other, if not themselves. This is THE reason I have Stitcher on my Kindle, and can't wait for new episodes to come out.
"
189,Wait Wait... Don't Tell Me!,5,"Do you like a humorous take on current news with some of the funniest comedians? Tune in! Every episode has laugh out loud moments. Everyone that I've shared this with has enjoyed it from young to old.
"
190,Wait Wait... Don't Tell Me!,5,"Once I finally started listening to this program, I became an instant die-hard. It's often laugh-out-loud funny, witty, self-deprecating, and one program that I make sure to listen to every week.  The show is engaging, because as a quiz show, the listener can play along mentally, while also being entertained. The content is current events, so one actually has a good chance to know answers.  Because the group of panelists rotates every week, the show maintains a feeling of both freshness & familiarity.  Just take my word for it, and LISTEN! You'll be glad you did!
"
191,Wait Wait... Don't Tell Me!,5,"My favorite podcast with host Peter Sagal along with Carl Kassell and the ever changing guests. This show is very entertaining and I always learn something new. The show has a wide variety of guests each week and the quizzes are fun to play along with. The panelists are funny, witty and quick. I love the way Peter always sounds so surprised when the call-in listener gets the answers correct to the puzzles! You can tell this group really enjoys making the show. Their spontaneity and humor keeps me laughing. If you haven't tuned in yet, you're missing out!
"
192,Jensen and Holes: The Murder Squad,5,"TMS is such a well made podcast. I eagerly awaited their debut on 4/1/19 and can't wait to hear the next episode each Monday. I love that they are reaching out to the public to try to help solve cold case murders because someone out there has to have seen something but they may not have known it at the time. Hopefully this podcast will get some cases closed and give families some closure. Well done!!
"
193,Jensen and Holes: The Murder Squad,5,"An investigative reporter that does excellent research and a nationally known cold case investigator team up to bring us unsolved cases. They provide us with as much info as possible to allow listeners to examine the evidence and maybe bring answers to the cases. If you like true crime, quality research and professional insight on unsolved cases you should like this podcast.
"
194,Jensen and Holes: The Murder Squad,5,"Given the nature of my work, I listen to podcasts 6 hrs a day for two weeks of each month. I listen to a lot of unsolved case podcasts. There are many good ones, but Billy and Paul are by far my favorite. With the many of years of experience in their respective professions, Great voices, clear articulation, and relaxed and comfortable nature I am drawn to their podcast and look forward to going to work so I can catch up listening to them. I don't hear noise in the background nor do other voices bother me. The only thing that I wish was different is that they did daily podcasts so that when I went to work I had two weeks of previous episodes to catch up and two current weeks. I had no idea how many unsolved crimes there are and this podcast has certainly sparked me to take notice of my environment and who is around me! Thank you Billy and Paul.
"
195,Jensen and Holes: The Murder Squad,5,"Great show so far guys! Very excited to see what comes of all the information and helping close cases. This was a great idea!
"
196,Jensen and Holes: The Murder Squad,5,"Very well done, listens like a thrilling movie. Thank you for your service and your compassion. True heros.
"
197,Jensen and Holes: The Murder Squad,4,"Stop pouring water in the background! So distracting. Otherwise awesome!
"
198,Jensen and Holes: The Murder Squad,5,"Have been listening on other apps but wanted to make sure they got the review they deserve. Paul and Billy are a great team and I can't wait to see what else they come up with. I am forever impressed with them, and all of their guests. How cool is it that they know so many people, both investigators and relatives of survivors and victims?!
"
199,Jensen and Holes: The Murder Squad,5,"Some days, I think I'm just here to listen to Paul Holes illustrate again and again how it was to be a professional that was thoroughly engrossed in his work to the exclusion of much else. Billy Jensen is the perfect foil to the sometimes clueless (on pop culture references, only) Holes. We hear so much about balance these days, but we forget that people who are really good at their jobs may not have that balance we get preached to about. Keep up the great work, guys! You are a super listen.
"
200,The Read,5,"Tired of people beating around the bush when they talk about Miley Cyrus' foolishness? Is your ex quickly turning into one of the characters on ""Love and Hip-Hop: Atlanta?"" Did an acquaintance really just call Beyoncé ""mediocre?""
Do yourself a favor: press play on an episode (or 10) of The Read.
"
201,The Read,2,"I have been listening to this podcast since the beginning as I was a follower of both Crissle and Kid Fury from twitter. This show beat my expectations. One, both of them are not only hilarious, opinionated and engaging, but also smart and well informed. I also like the fact they don't feel the need to be gimmicky or insulting to their audience to get listeners. Kid Fury is like the Will to my Grace and Crissle is like the only cousin you know that has any common sense and whose calls you would actually answer. 
"
202,The Read,5,"This podcast is EVERYTHING! I love the banter between Fury & Crissle. The show is hilarious, uplifting and the reads are sometimes the most empowering messages I have heard all week. They're discussions on race and gender issues are more informed and educational than I would ever expected from a ""celeb-gossip"" podcast. I do wish they would stop using the ""N"" word so much since it undermines the whole idea of black empowerment and has made me reluctant to share this awesome show with my friends.
"
203,The Read,5,"The only way to describe The Read is like a conversation with your best friends. Kid Fury and Crissle are intelligent and hilarious. The show is well produced and ads are tasteful. You have to be okay with profanities.. but otherwise great.
"
204,The Read,5,"What can I NOT say about Kid Fury and Crissle? I truly STAND for them! They delight me with their perspectives on pop culture, the rawness (and truth) to the advice that they give and their commitment to engaging in real dialogue around the issues that matter to black folks and urban culture in general. Their ""Reads"" often inspire me and make me proud to know that these very intelligent young minds care about real issues and breaking barriers that consistently plague our society. Read On!!
"
205,The Read,5,"Is it the unfiltered commentary on celebrity foolishness or the no holds barred take on contemporary issues that are facing the country that makes me love the show so? Why not say both?
"
206,The Read,5,"Kid Fury and Crissle say the majority of the things I think in my head! Their on air shenanigans are very funny and their insight into pop-culture and human relations is unique. The culmination of the show is their individual reads, where they “read” (tell people about how stupid they are) people who need to get their lives together. I have been addicted for well over a year now, and even with the incessant beyonce staning, I love them. Listen to them and you will too!
"
207,The Read,5,"The very best show to start off a thirsty thursday with
"
208,Armchair Expert with Dax Shepard,4,"I’m a few episodes in and really enjoying the show! I like how honest he is, and the first episode with Kristen was vulnerable and relatable. I gave it 4 stars because I don’t love the “fact checking” at the end. It just seems super nit-picky and not really needed for this type of podcast. I can understand wanting to clear up a few things, but from the episodes I’ve listened to so far, her commentary was entirely unneeded and frankly a bit annoying, especially as it goes on for 15-20 minutes. If you’re really wanting to continue down this road, maybe make it a bit more light-hearted and fun? Other than that, super enjoyable!
"
209,Armchair Expert with Dax Shepard,2,"I have really been enjoying this podcast. I find Dax to be very charming and entertaining, and Monica is such a sweet and smart little cookie. So I was super bummed when I listened to the Good Place week interview with Kristen Bell. Oy with the self love!!! It really felt super narcissistic and a bit obnoxious. I also say this with nothing but love. I am happy that you have an enlightened marriage, and you guys overly love Monica to the point that it sounds like she is a pet rather than a person.....am I wrong ? I don't know....it just put me in a bad mood...but I rely on this podcast to put me in a good mood. Anyhow, like I said, this is all said with love. Cheers from an armcherry. xo
"
210,Armchair Expert with Dax Shepard,4,"This is one of my favorite podcasts I have ever heard. I enjoy the real life aspect that Dax brings to everything he does. I have listened to the first 5 episodes in less than 24 hours. I will be listening as long as Dax is talking!
"
211,Armchair Expert with Dax Shepard,3,"So happy I discovered this. I'm addicted! I love both Dax Shepard and Kristen Bell, but I was really hesitant to listen to the Kristen Bell episode in fear it would make me feel bad about my own marriage, since there's seems so perfect. I'm so glad I changed my mind and gave it a listen. It made me respect both of them much more, and I really appreciated their honesty mixed with the humor :)
"
212,Armchair Expert with Dax Shepard,5,"I love listening to dax and monica, and honestly wish they'd release more shows!! Also, come to portland and do a live show peeps! Ive seen a lot of people complain about the fact check, but its usually my favorite part lol. As an addict who has been sober 8 years, I find it interesting to hear another person's take on it. Hearing someone else's personal inventory actually helps me check in with mine! I also love how different Dax and Monica are. They clearly love each other, but they disagree on A LOT. I think this is such a great example in this polarizing time of two people who disagree on a lot, but can still come together and agree on the things that truly matter in the world.
"
